Frase,Consensuada
"Todos atentos, vamos a hacer un cambio de posiciones. Los que estaban rematando ahora colocan.",2
"Recuerda, al hacer el pase, la pelota debe ir con un poco de efecto para facilitar el remate.",2
"Ahora, vamos a trabajar en parejas. Uno lanza y el otro remata. Después cambiáis.",2
"Muy bien, ahora todos a la línea de fondo. Practicamos el saque desde aquí.",2
"¡Vamos! Todos en fila, uno detrás de otro. Sin empujar, por favor.",2
"Ahora vamos a practicar el pase con el pie. Control y pase. Suave, no fuerte.",2
"Primero, calentamos. Un par de vueltas al campo, sin correr. Marcha ligera.",2
"Quiero ver todos los balones en el aire. Lanzamos y recogemos, ¿entendido?",2
"Atentos al siguiente ejercicio. Driblar entre los conos, con control del balón.",2
"No olviden estirar los brazos al pasar. Eso es, muy bien, más alto.",2
¿Quién quiere ser el capitán del equipo hoy? Necesito dos voluntarios.,2
Formamos dos equipos. Los petos rojos a mi izquierda y los verdes a mi derecha.,2
"Es importante mirar al compañero antes de pasar. Cabeza levantada, ¿vale?",2
"Practicamos el saque. Uno a uno, vamos pasando por la línea de saque.",2
¿Alguien necesita agua? Hacemos una pausa rápida y seguimos.,2
"Repetimos el ejercicio, esta vez más rápido. A ver quién lo hace mejor.",2
"Vamos a hacer relevos. Cada equipo en una línea. Corren, tocan y vuelven.",2
"Buena jugada, Pedro. Ahora intenta mantener el control hasta el final.",2
"Vamos a estirar los músculos. Todos en círculo, brazos arriba y abajo.",2
Hoy practicaremos el salto. Rodillas flexionadas y saltamos lo más alto posible.,2
"Escuchad el silbato. Cuando lo oigáis, todos paráis y prestáis atención.",2
¿Preparados para el juego final? Recordad las reglas y divertíos.,2
"Desplazamiento lateral. Izquierda, derecha. Sin cruzar los pies, ¿de acuerdo?",2
"Esquema de juego. Un defensor, dos atacantes. Practicamos la táctica.",2
Recordad mantener la distancia entre vosotros cuando corréis. ¡Vamos!,2
No olvidéis hidrataros. Bebed agua antes y después de los ejercicios.,2
Vamos a practicar el salto de longitud. Pies juntos y saltamos lo más lejos posible.,2
Estad atentos a la señal para cambiar de actividad. ¡Silbato y cambiamos!,2
"Todos con las manos en las caderas. Vamos a girar el tronco, derecha e izquierda.",2
Formamos una fila para el lanzamiento de balón. Cada uno tiene su turno.,2
Calentamos primero con una caminata rápida alrededor del campo. ¡Ánimo!,2
Practicamos el equilibrio. Un pie delante del otro en la línea blanca.,2
"Vamos a hacer estiramientos de piernas. Pierna derecha adelante, pierna izquierda atrás.",2
Jugamos al pilla-pilla. Recordad las reglas y no empujéis.,2
"Pasamos la pelota entre compañeros. Control y pase, sin prisas.",2
"Vamos a hacer zancadas. Paso largo y bajamos, alternando piernas.",2
"Hoy toca circuito de agilidad. Conos, aros y cuerdas. Seguid el recorrido.",2
Formamos un círculo y pasamos el balón rápido. Concentración y precisión.,2
Hacemos carreras de relevos. Uno corre y pasa el testigo al siguiente.,2
Practicar el salto de cuerda. Saltos pequeños y constantes.,2
Vamos a hacer flexiones. Espalda recta y bajamos despacio.,2
"Rotación de tobillos. Sentados, estiramos las piernas y giramos los tobillos.",2
"Simulamos el movimiento de remo. Sentados, piernas estiradas y brazos adelante.",2
Terminamos con una carrera suave alrededor del campo. Todos juntos.,2
Vamos a empezar con el calentamiento.,2
"Por favor, mantengan el silencio durante las instrucciones.",2
Recuerden traer siempre su uniforme deportivo.,2
Vamos a practicar los fundamentos básicos primero.,2
"Por favor, formen filas para comenzar la actividad.",2
Es importante seguir las indicaciones para evitar lesiones.,1
"Por favor, tomen asiento para escuchar la explicación.",2
Vamos a dividirnos en equipos equitativos.,2
"Por favor, mantengan el orden en el vestuario.",2
Todos deben participar activamente en el calentamiento.,3
"Por favor, asegúrense de tener agua a mano.",2
Vamos a comenzar con ejercicios de estiramiento.,2
"Por favor, presten atención al cronograma de actividades.",2
Es importante respetar los tiempos de descanso.,2
"Por favor, no corran en los pasillos del gimnasio.",2
Vamos a practicar la técnica de lanzamiento.,2
"Por favor, guarden sus pertenencias de manera ordenada.",2
Todos deben participar en la limpieza del material deportivo.,3
"Por favor, no olviden llevarse su uniforme al finalizar.",2
Vamos a practicar la respiración controlada durante el ejercicio.,2
"Por favor, mantengan la concentración durante los ejercicios.",2
Es importante seguir las normas de seguridad en todo momento.,2
"Por favor, escuchen atentamente las indicaciones del entrenador.",2
Vamos a trabajar en mejorar nuestra técnica de pase.,2
"Por favor, cooperen entre ustedes para alcanzar nuestras metas.",3
Recuerden respetar el turno de cada uno durante las actividades.,2
"Por favor, no se olviden de llevar un registro de sus progresos.",2
Vamos a practicar la coordinación mano-ojo con estos ejercicios.,1
"Por favor, mantengan una actitud positiva y colaborativa.",2
Todos deben estar atentos a las señales del profesor.,3
"Por favor, mantengan el gimnasio limpio durante y después de la clase.",2
Vamos a enfocarnos en mejorar nuestra resistencia cardiovascular.,1
"Por favor, recuerden traer una toalla para secarse el sudor.",2
Es importante cumplir con los horarios establecidos para cada actividad.,2
"Por favor, presten atención a los compañeros durante los juegos.",2
Vamos a practicar la técnica correcta de salto en longitud.,2
"Por favor, mantengan una actitud respetuosa hacia los demás.",2
Todos deben participar en el calentamiento para evitar lesiones.,1
"Por favor, asegúrense de tener el equipo adecuado para la clase.",2
Vamos a trabajar en mejorar nuestra flexibilidad con estos ejercicios.,2
"Por favor, informen al entrenador si tienen alguna lesión previa.",2
Es importante seguir las instrucciones para un desarrollo adecuado.,1
"Por favor, respeten el espacio de cada uno durante los ejercicios.",2
Vamos a practicar la técnica correcta de carrera de relevos.,2
"Por favor, mantengan el orden en las filas durante las actividades.",2
Todos deben participar en la evaluación de su propio rendimiento.,3
"Por favor, cooperen entre ustedes para alcanzar nuestros objetivos.",2
Vamos a enfocarnos en mejorar nuestra técnica de nado.,2
"Por favor, recuerden traer una botella de agua para hidratarse.",2
Es importante respetar las reglas establecidas para cada juego.,2
"Por favor, escuchen las instrucciones antes de comenzar cualquier ejercicio.",2
Vamos a practicar la técnica correcta de golpeo en voleibol.,2
"Por favor, mantengan una actitud positiva y proactiva durante la clase.",2
Todos deben estar atentos a las indicaciones del profesor en todo momento.,3
"Por favor, respeten las opiniones y habilidades de cada compañero.",2
Vamos a trabajar en mejorar nuestra precisión con estos ejercicios.,1
"Por favor, no se olviden de traer su uniforme completo.",2
Es importante mantener la disciplina durante toda la clase.,2
"Por favor, no se distraigan durante los ejercicios de concentración.",2
Vamos a practicar la técnica correcta de saque en tenis de mesa.,2
"Por favor, mantengan el entusiasmo durante toda la sesión de entrenamiento.",2
Todos deben estar listos para comenzar puntualmente la clase.,3
"Por favor, colaboren entre ustedes para mantener la limpieza del gimnasio.",2
Vamos a enfocarnos en mejorar nuestra agilidad con estos ejercicios.,2
"Por favor, recuerden respetar el espacio personal de los demás.",2
Es importante mantener un ambiente de trabajo positivo y motivador.,2
"Por favor, seguid mis instrucciones para que salga mejor",1
Vamos a practicar la técnica correcta de golpe en bádminton.,2
"Por favor, cooperen entre ustedes para resolver cualquier inconveniente.",2
Todos deben participar activamente en las actividades de la clase.,2
"Por favor, mantengan el silencio cuando otro esté hablando.",3
Vamos a trabajar en mejorar nuestra velocidad con estos ejercicios.,2
"Por favor, recuerden mantener una actitud respetuosa en todo momento.",2
Es importante seguir las rutinas de calentamiento para evitar lesiones.,2
"Por favor, no se olviden de llevar una toalla para secarse el sudor.",2
Vamos a practicar la técnica correcta de remate en fútbol.,2
"Por favor, mantengan el orden en el material deportivo durante la clase.",2
Todos deben estar dispuestos a colaborar y aprender unos de otros.,3
"Por favor, respeten los turnos de cada uno durante las actividades.",2
Vamos a enfocarnos en mejorar nuestra resistencia muscular con estos ejercicios.,1
"Por favor, recuerden seguir las instrucciones para un desarrollo adecuado.",2
Es importante mantener una actitud positiva y colaborativa durante las actividades.,2
"Por favor, mantengan la concentración durante los ejercicios de precisión.",2
Vamos a practicar la técnica correcta de recepción en balonmano.,2
"Por favor, cooperen entre ustedes para alcanzar nuestras metas deportivas.",2
Todos deben participar en la evaluación de su propio desempeño físico.,3
Vamos a trabajar en mejorar nuestra técnica de lanzamiento en baloncesto.,2
Es importante seguir las normas de seguridad para un desarrollo seguro.,2
"Por favor, mantengan el orden y la limpieza del gimnasio durante la clase.",2
Vamos a enfocarnos en mejorar nuestra técnica de nado en la piscina.,2
"Por favor, recuerden traer una botella de agua para mantenerse hidratados.",2
Todos deben participar en las actividades de calentamiento para evitar lesiones.,1
Vamos a practicar la técnica correcta de golpe en tenis de campo.,2
Es importante mantener una actitud positiva y proactiva durante la clase.,2
"Por favor, recuerden respetar las reglas del juego en todo momento.",2
Vamos a trabajar en mejorar nuestra técnica de recepción en voleibol.,2
Todos deben estar atentos a mis instrucciones.,3
Os pido que mantengáis el orden durante todas las actividades.,3
Vamos a enfocarnos en mejorar nuestra coordinación y equilibrio con estos ejercicios.,2
"Por favor, recuerden respetar el espacio personal y los turnos de cada uno.",2
Es importante mantener un ambiente de trabajo colaborativo y respetuoso.,2
"Por favor, sigan las rutinas de calentamiento para preparar el cuerpo adecuadamente.",1
Vamos a practicar la técnica correcta de lanzamiento en atletismo.,2
Haz lo que quieras,4
"¿Qué quieres, tío?",4
¿Qué quieres?,4
¿Qué haces?,4
¿Qué están haciendo esos?,4
"No digo nada, lo que os dé la gana",4
"Tío, lo he dicho ya tres veces",4
No puedo más,4
"Vale, pues nada, déjale",4
"Rami, luego, luego",4
"Quedaros allí, ya da igual",4
Me rindo,4
Como vosotros veáis,4
"Si no quieres, no hagas nada, me da igual",4
Siempre quejándose,4
"No sé, tú como lo ves",4
De verdad no puedo más,4
Me tenéis agotado,4
"Pues no se hace más, para que estéis así…",4
"Lo que queráis hacer, hacedlo",4
Haz lo que te apetezca,4
Haz lo que te plazca,4
"Me da igual, haced lo que queráis",4
"Pasad de todo, ya me cansé",4
Haced lo que os dé la gana,4
¿Qué más da?,4
Podéis hacer lo que queráis,4
"Dejadlo ya, no importa",4
A vuestra bola,4
Pues haced lo que queráis,4
¿Qué más queréis?,4
¿Y ahora qué?,4
Haced lo que os venga en gana,4
No os voy a decir más,4
Haced lo que se os ocurra,4
"Estoy harto, haced lo que queráis",4
No me importa lo que hagáis,4
Haced lo que os apetezca,4
Me da igual lo que hagáis,4
¿Qué más puedo decir?,4
Haced lo que os parezca,4
No voy a deciros nada,4
"Haced lo que queráis, me es igual",4
"Lo que queráis, ya no importa",4
Ya me cansé de insistir,4
No tengo nada más que decir,4
"Haced lo que os de la gana, no me importa",4
"Haced lo que queráis, no me afecta",4
"Ya no me importa, haced lo que sea",4
"Dejadme en paz, haced lo que queráis",4
Ya no sé qué más decir,4
"Es vuestro problema, no el mío",4
A mí me da igual,4
No me preguntéis más,4
Me da lo mismo,4
Vosotros veréis,4
No quiero saber nada,4
"Haced lo que queráis, ya no me importa",4
"Dejadme tranquilo, haced lo que sea",4
No voy a decir nada más,4
"Pasad de mí, haced lo que queráis",4
No os diré nada más,4
Arreglaos como podáis,4
"Me da igual, en serio",4
"Haced lo que os dé la gana, me da lo mismo",4
No quiero saber nada más,4
"No me meto, haced lo que queráis",4
Me es indiferente,4
"Haced lo que queráis, no es mi problema",4
No me interesa lo que hagáis,4
"No cuento más, haced lo que sea",4
No pienso decir nada más,4
"Haced lo que queráis, ya no me importa nada",4
No tengo más que decir,4
Es vuestra decisión,4
¿Qué están haciendo esos niños?,4
"No voy a dar instrucciones, hagan lo que quieran",4
Ya lo he repetido varias veces,4
No voy a dar más clases si seguís así,4
